name,colors,color_pairs,game_played_wr,opening_hand_wr,game_in_hand_wr
Banishing Light,W,"WU,WG,WB,WR",0.5517368257190106,0.540363196125908,0.5571160666965632
"Beza, the Bounding Spring",W,"WU,WG,WB,WR",0.5704310025897151,0.6165913320925286,0.6243249324932493
Brave-Kin Duo,W,"WU,WG,WB,WR",0.5374786619692732,0.5397189561227416,0.5200839214190349
Brightblade Stoat,W,"WU,WG,WB,WR",0.5583676727178231,0.5995391243362389,0.5783627198284711
Builder's Talent,W,"WU,WG,WB,WR",0.5490868024455781,0.5605017761989343,0.5694868238557559
Caretaker's Talent,W,"WU,WG,WB,WR",0.5579687597236915,0.5674941112520384,0.5830002262614074
Carrot Cake,W,"WU,WG,WB,WR",0.5666328600405679,0.5740364733714584,0.5839514777385042
Crumb and Get It,W,"WU,WG,WB,WR",0.5518522594704056,0.5520200315102408,0.5568094740508533
Dawn's Truce,W,"WU,WG,WB,WR",0.5031624276678778,0.4807511737089202,0.4881343556042351
Dewdrop Cure,W,"WU,WG,WB,WR",0.5276434558349452,0.48537196990805237,0.5036740146960588
Driftgloom Coyote,W,"WU,WG,WB,WR",0.5552676772188967,0.5552240700774407,0.5717904549599757
Essence Channeler,W,"WU,WG,WB,WR",0.5457361077700265,0.5814977973568282,0.5722944355192054
Feather of Flight,W,"WU,WG,WB,WR",0.5582783537543198,0.5571992874293238,0.5699899621150795
Flowerfoot Swordmaster,W,"WU,WG,WB,WR",0.5462602314422805,0.5513774540848638,0.5424759027478061
Harvestrite Host,W,"WU,WG,WB,WR",0.5707095042246735,0.6004460966542751,0.5886539982472265
Hop to It,W,"WU,WG,WB,WR",0.5678451894450711,0.5817406412888959,0.5894552896001471
Intrepid Rabbit,W,"WU,WG,WB,WR",0.5639200862244022,0.5690278081891833,0.5786570272287925
Jackdaw Savior,W,"WU,WG,WB,WR",0.5499200079992,0.5515531573574449,0.5662569559102305
Jolly Gerbils,W,"WU,WG,WB,WR",0.5487830609028063,0.559726726933959,0.5490470852017937
Lifecreed Duo,W,"WU,WG,WB,WR",0.546339340678002,0.5581731762760901,0.5543512574976324
Mabel's Mettle,W,"WU,WG,WB,WR",0.5383572207301832,0.5224632729757431,0.5320653326734074
Mouse Trapper,W,"WU,WG,WB,WR",0.5338361483517361,0.5187175860443187,0.5170215425642735
Nettle Guard,W,"WU,WG,WB,WR",0.5501450153275694,0.5598392953720157,0.5443893908481492
Parting Gust,W,"WU,WG,WB,WR",0.533642858169587,0.5192721405521692,0.5350250046304871
Pileated Provisioner,W,"WU,WG,WB,WR",0.5339791372031942,0.5237525511999437,0.5366837245522305
Rabbit Response,W,"WU,WG,WB,WR",0.5505924812855506,0.5268077191350848,0.5465294302104661
Repel Calamity,W,"WU,WG,WB,WR",0.5534025430940167,0.5605294467578822,0.569741857510304
Salvation Swan,W,"WU,WG,WB,WR",0.5494703628577868,0.5447053976102184,0.5697064404509432
Seasoned Warrenguard,W,"WU,WG,WB,WR",0.5628555620185283,0.601757072620295,0.5697640441230185
Season of the Burrow,W,"WU,WG,WB,WR",0.5682377609627131,0.6020770702377699,0.6169776968593537
Shrike Force,W,"WU,WG,WB,WR",0.5500356360372727,0.5598658638823261,0.5549870445078553
Sonar Strike,W,"WU,WG,WB,WR",0.547779765320013,0.544883573313734,0.5569861843042302
Star Charter,W,"WU,WG,WB,WR",0.5402809479311876,0.523862998315553,0.5401094243661864
Starfall Invocation,W,"WU,WG,WB,WR",0.5452706821078296,0.5455757373771039,0.5705726152379655
Thistledown Players,W,"WU,WG,WB,WR",0.5340068450785534,0.534405113553823,0.5236151603498542
Valley Questcaller,W,"WU,WG,WB,WR",0.5820395609951339,0.6631176947112603,0.6434952253824828
Warren Elder,W,"WU,WG,WB,WR",0.5567889724727011,0.5490895956827502,0.5553351282414624
Warren Warleader,W,"WU,WG,WB,WR",0.572096446041297,0.6090076713684731,0.6309104493542534
Wax-Wane Witness,W,"WU,WG,WB,WR",0.5371337066758344,0.5305527525507344,0.5403682393555811
Whiskervale Forerunner,W,"WU,WG,WB,WR",0.5462481707624767,0.5581979320531758,0.5588384478823231
