,name,colors,color_pairs,game_played_wr,opening_hand_wr,game_in_hand_wr,game_in_hand_wr_WU,game_in_hand_wr_UB,game_in_hand_wr_BR,game_in_hand_wr_RG,game_in_hand_wr_WG,game_in_hand_wr_WB,game_in_hand_wr_BG,game_in_hand_wr_UG,game_in_hand_wr_UR,game_in_hand_wr_WR
0,Manifold Mouse,R,"BR,RG,UR,WR",0.5713561131873999,0.6368796390627274,0.6301641949152542,,,0.5959637561779242,0.5718701700154559,,,,,0.5578800557880056,0.6641634456101602
1,"Dragonhawk, Fate's Tempest",R,"BR,RG,UR,WR",0.5650932716444357,0.596875,0.6233625766133878,,,0.6334117647058823,0.6429840142095915,,,,,0.5834101382488479,0.6369107321965898
2,Hired Claw,R,"BR,RG,UR,WR",0.566935064935065,0.6631919988730807,0.6012027935851009,,,0.6247765708785921,0.5917990395271518,,,,,0.5835156819839533,0.574116965836711
3,Rabid Gnaw,R,"BR,RG,UR,WR",0.5576821807110098,0.5781916733940722,0.5848516015280635,,,0.5888398002305033,0.5850399737159129,,,,,0.5896367877374209,0.5859719749167763
4,Emberheart Challenger,R,"BR,RG,UR,WR",0.5540437402952865,0.5915492957746479,0.5789783119937287,,,0.5874851720047449,0.5772292993630573,,,,,0.5677673730901922,0.5888517618469016
5,Valley Flamecaller,R,"BR,RG,UR,WR",0.5530002090738031,0.5763680096211665,0.568929503916449,,,0.6063708759954494,0.5587674714104193,,,,,0.5457594633445136,0.549264705882353
6,Take Out the Trash,R,"BR,RG,UR,WR",0.5520619364797343,0.5684188713131174,0.5679044534250559,,,0.5823461538461538,0.5697348921455623,,,,,0.5700755374782104,0.5580450385447917
7,Byway Barterer,R,"BR,RG,UR,WR",0.5490610268167649,0.5664407778432528,0.567098179953858,,,0.5865384615384616,0.5710503089143866,,,,,0.5460122699386503,0.5658425832492432
8,Heartfire Hero,R,"BR,RG,UR,WR",0.553189359625635,0.6067648889811165,0.5648714616286811,,,0.5625761531766754,0.5675290283153391,,,,,0.505700871898055,0.5745553277553056
9,Flamecache Gecko,R,"BR,RG,UR,WR",0.5583861517382732,0.5701363150951693,0.5645589873996399,,,0.5794611692844677,0.5507014739833067,,,,,0.5338093238135238,0.55707008123365
10,Quaketusk Boar,R,"BR,RG,UR,WR",0.5446656999021445,0.5480354303883715,0.5587419056429233,,,0.5702417722867185,0.563955996548749,,,,,0.5328019619865113,0.5585347015337084
11,Brazen Collector,R,"BR,RG,UR,WR",0.5472797298609388,0.5816145092460882,0.5485927580851702,,,0.564629160988904,0.5419256143034707,,,,,0.5474149129644064,0.5448954489544895
12,Blacksmith's Talent,R,"BR,RG,UR,WR",0.5454545454545454,0.5588879655511068,0.5475637258251896,,,0.5592178770949721,0.5525894287239722,,,,,0.4773333333333333,0.5521416679279552
13,Agate Assault,R,"BR,RG,UR,WR",0.5382392246764959,0.5296324081020255,0.5416877972559931,,,0.5581053090591954,0.5311683030267821,,,,,0.5487311015118791,0.5370094386487829
14,Blooming Blast,R,"BR,RG,UR,WR",0.5369905956112853,0.520948489946327,0.541043627031651,,,0.5488541928985142,0.539749691521241,,,,,0.5453361549731401,0.5370370370370371
