,name,colors,color_pairs,game_played_wr,opening_hand_wr,game_in_hand_wr,game_in_hand_wr_WU,game_in_hand_wr_UB,game_in_hand_wr_BR,game_in_hand_wr_RG,game_in_hand_wr_WG,game_in_hand_wr_WB,game_in_hand_wr_BG,game_in_hand_wr_UG,game_in_hand_wr_UR,game_in_hand_wr_WR
0,Valgavoth's Onslaught,G,"RG,WG,BG,UG",0.5784075488370625,0.6345131120484138,0.6592696525495698,,,,0.6870242841609279,0.6351744186046512,,0.6817733990147783,0.6759868421052632,,
1,"Tyvar, the Pummeler",G,"RG,WG,BG,UG",0.5730217737652682,0.6231351351351352,0.6295191612436731,,,,0.6211286992429457,0.6168511685116851,,0.6410510659395141,0.6670106639146887,,
2,Under the Skin,G,"RG,WG,BG,UG",0.5620007106852849,0.5748964565117349,0.5993372803366993,,,,0.6034271725826194,0.5648447914682918,,0.5995704964070373,0.6133320007995203,,
3,Balustrade Wurm,G,"RG,WG,BG,UG",0.5617862487201701,0.564472284599929,0.5861629279811098,,,,0.6022954091816367,0.5589498806682578,,0.5913226032190343,0.6007259528130672,,
4,Threats Around Every Corner,G,"RG,WG,BG,UG",0.5507159225730957,0.5887123391013249,0.5846094279353402,,,,0.5782654127481713,0.5367151472153245,,0.5806375996249414,0.5983610462623279,,
5,Twitching Doll,G,"RG,WG,BG,UG",0.5477456272066881,0.602914798206278,0.5807262704898216,,,,0.5862349826919161,0.5775047258979206,,0.5769885672585745,0.5983965014577259,,
6,Patchwork Beastie,G,"RG,WG,BG,UG",0.5605388545813611,0.6034878587196468,0.578316959221733,,,,0.5973892874480824,0.5330188679245284,,0.5826180257510729,0.5757400999615533,,
7,Omnivorous Flytrap,G,"RG,WG,BG,UG",0.5527985365094192,0.5498039215686275,0.576816545102022,,,,0.5963498849062808,0.5220667384284177,,0.5897210630353613,0.5881422924901186,,
8,Hauntwoods Shrieker,G,"RG,WG,BG,UG",0.5514546612868975,0.5816030902945437,0.5734187512711003,,,,0.5886821116597037,0.548936170212766,,0.5883272537780094,0.57535607817158,,
9,Spineseeker Centipede,G,"RG,WG,BG,UG",0.5518163348751629,0.5597970307681274,0.5716527476901644,,,,0.5769677944425067,0.5331756102806754,,0.5753736920777279,0.5801333842583072,,
10,Overlord of the Hauntwoods,G,"RG,WG,BG,UG",0.5381502092627513,0.5670019026909486,0.5670711708756969,,,,0.5805825242718446,0.5399768250289687,,0.5732122587968218,0.5749690210656754,,
11,Insidious Fungus,G,"RG,WG,BG,UG",0.5498187768315856,0.5607518796992481,0.5651047798445962,,,,0.563644251626898,0.5411861614497528,,0.5639252915075843,0.5831393657259237,,
12,Enduring Vitality,G,"RG,WG,BG,UG",0.538535733970237,0.5662216288384513,0.5644503991514542,,,,0.5631726719700515,0.5603907637655418,,0.5708067324434126,0.5900673400673401,,
13,Manifest Dread,G,"RG,WG,BG,UG",0.5506298425310072,0.5593592066367884,0.5623699785515006,,,,0.5699911683068383,0.5345060893098782,,0.5593449659419614,0.5715371716042482,,
14,Monstrous Emergence,G,"RG,WG,BG,UG",0.5476646899690059,0.5440713312904324,0.562020811708985,,,,0.5579926050902825,0.535268768428215,,0.5686889175732989,0.5796222636366165,,
15,Break Down the Door,G,"RG,WG,BG,UG",0.5454829688558476,0.5353691137158133,0.5573694325357437,,,,0.5563854310742278,0.519460697023658,,0.5630866623008077,0.5679845106489289,,
16,Wary Watchdog,G,"RG,WG,BG,UG",0.5480834183710134,0.5584622843521474,0.555308111738558,,,,0.5627874606632777,0.5385471036194062,,0.5569964442585233,0.5619677669082975,,
17,Say Its Name,G,"RG,WG,BG,UG",0.5466088258610059,0.5387376082318986,0.5548970011360956,,,,0.5605772457769326,0.5223695111847556,,0.5667730429885489,0.5460281340504758,,
18,Coordinated Clobbering,G,"RG,WG,BG,UG",0.5387740273465883,0.5466922077033591,0.5545668601467528,,,,0.5493357410034825,0.5391235059760956,,0.5616229408175717,0.5687195232075131,,
19,Defiant Survivor,G,"RG,WG,BG,UG",0.541877183358836,0.556898730699489,0.5488235982675875,,,,0.558435438265787,0.5512295081967213,,0.5460614152202937,0.5528953229398663,,
20,Bashful Beastie,G,"RG,WG,BG,UG",0.5429900135750864,0.5340764421308739,0.5485187956686328,,,,0.5440453686200378,0.5214144185337601,,0.55718303257558,0.5607471111505157,,
21,Overgrown Zealot,G,"RG,WG,BG,UG",0.5348685084679934,0.5669949610627577,0.5469715082685794,,,,0.5355371900826447,0.5269850240180842,,0.5436507936507936,0.5651519949335022,,
22,Wickerfolk Thresher,G,"RG,WG,BG,UG",0.5427835095534335,0.535225596418943,0.5467145258003611,,,,0.558641975308642,0.507808564231738,,0.554500141070253,0.5594855305466238,,
23,Rootwise Survivor,G,"RG,WG,BG,UG",0.5358210187401965,0.5292639514186996,0.5434819034852547,,,,0.5505510301868711,0.5363465944594876,,0.5500857212833701,0.5501222493887531,,
24,House Cartographer,G,"RG,WG,BG,UG",0.5368922741141623,0.5607906514172054,0.5429388788028827,,,,0.546203649205415,0.5231937934378535,,0.5516124282138124,0.5585222319093287,,
25,Moldering Gym // Weight Room,G,"RG,WG,BG,UG",0.5305634418570353,0.5340084643288996,0.542219503975436,,,,0.5449608193032819,0.5144286263947672,,0.5509938090583252,0.5457243763149985,,
26,Flesh Burrower,G,"RG,WG,BG,UG",0.5367905113646804,0.5376859675496345,0.5415340511500869,,,,0.5473199147937226,0.5273242252582473,,0.5382372729311505,0.5561336717428088,,
27,"Altanak, the Thrice-Called",G,"RG,WG,BG,UG",0.5386950793378015,0.5139251847980288,0.5391745112237509,,,,0.5350574712643679,0.5094915254237288,,0.5500547645125958,0.5505212096191557,,
28,Slavering Branchsnapper,G,"RG,WG,BG,UG",0.5407574804660434,0.5181956380107343,0.5390856124123141,,,,0.538513306821658,0.514978601997147,,0.5463845209563337,0.5527186360166256,,
29,Cathartic Parting,G,"RG,WG,BG,UG",0.530835734870317,0.5136292514205715,0.5385953967889155,,,,0.5279685966633955,0.5053571428571428,,0.5384362680683311,0.5633877840909091,,
