,name,colors,color_pairs,game_played_wr,opening_hand_wr,game_in_hand_wr,game_in_hand_wr_WU,game_in_hand_wr_UB,game_in_hand_wr_BR,game_in_hand_wr_RG,game_in_hand_wr_WG,game_in_hand_wr_WB,game_in_hand_wr_BG,game_in_hand_wr_UG,game_in_hand_wr_UR,game_in_hand_wr_WR
0,Overlord of the Floodpits,U,"WU,UB,UG,UR",0.5726190476190476,0.6233123312331234,0.6320151959937834,0.654949381327334,0.639298245614035,,,,,,0.6347649644910383,0.6138310893512852,
1,Entity Tracker,U,"WU,UB,UG,UR",0.5641645608740705,0.6372788285539963,0.614402843410477,0.6447888179884533,0.6151515151515151,,,,,,0.5790235829540753,0.6203504457423916,
2,Enduring Curiosity,U,"WU,UB,UG,UR",0.5631410378617455,0.6154193475561576,0.6058953382677574,0.6212417501833293,0.6109313196691838,,,,,,0.6112889637742207,0.582234559333796,
3,Unnerving Grasp,U,"WU,UB,UG,UR",0.5677320476388135,0.5846085932901707,0.605526331001792,0.6088802146865089,0.587256371814093,,,,,,0.6241234221598878,0.5930149679258732,
4,Silent Hallcreeper,U,"WU,UB,UG,UR",0.5595860646681888,0.6316803569617686,0.6040893725781186,0.6378541289933695,0.5755336617405583,,,,,,0.6014541765302671,0.5968460747343161,
5,Fear of Isolation,U,"WU,UB,UG,UR",0.5656411775492644,0.5644272674944495,0.5965763149917838,0.6177658142664872,0.5819092516205068,,,,,,0.585759473242528,0.591897705544933,
6,Abhorrent Oculus,U,"WU,UB,UG,UR",0.5618521078092605,0.564042303172738,0.5933374678834057,0.5616760828625236,0.5769230769230769,,,,,,0.6415044011736463,0.5640776699029126,
7,Floodpits Drowner,U,"WU,UB,UG,UR",0.5609634388046274,0.5576961350157227,0.5891286492944076,0.5914469310879681,0.5632765096792834,,,,,,0.6031480919121368,0.5897670169026953,
8,"Stay Hidden, Stay Silent",U,"WU,UB,UG,UR",0.5586231725481614,0.5615910859858261,0.5880821103055828,0.5955583641780265,0.5679351979214428,,,,,,0.6014269969255758,0.5753999475478626,
9,Glimmerburst,U,"WU,UB,UG,UR",0.555389534819688,0.5541351079199685,0.5752430286352057,0.5879963460379779,0.5657615112160567,,,,,,0.5763497846969196,0.55537547271745,
10,Bottomless Pool // Locker Room,U,"WU,UB,UG,UR",0.5469114562466122,0.5429453506589255,0.574341668312122,0.5956989247311828,0.5602859928501788,,,,,,0.5729437068901579,0.5585475813330084,
11,Cursed Windbreaker,U,"WU,UB,UG,UR",0.5536474935148226,0.5491033784923267,0.5708919772862856,0.5744271751321903,0.5446111869031378,,,,,,0.5909375325894254,0.5279503105590062,
12,Vanish from Sight,U,"WU,UB,UG,UR",0.5552975793659916,0.5427544565842438,0.5699145703772245,0.5674699526526648,0.5420508521933501,,,,,,0.5920462046204621,0.5528954738458759,
13,Unable to Scream,U,"WU,UB,UG,UR",0.5517821020541895,0.5467188340225111,0.5685660703981535,0.5769245558717219,0.5514975444421387,,,,,,0.5804708501914356,0.5543139769188496,
14,Paranormal Analyst,U,"WU,UB,UG,UR",0.5480796103325748,0.5695173581710415,0.5643559826126745,0.5639431616341031,0.5243589743589744,,,,,,0.577542406003283,0.5401360544217687,
15,The Mindskinner,U,"WU,UB,UG,UR",0.5334953141270392,0.5385099685204617,0.5586694188631312,0.5640803976658743,0.5501460564751705,,,,,,0.5589655172413793,0.5433403805496829,
16,Tunnel Surveyor,U,"WU,UB,UG,UR",0.5482004452752015,0.5459263341600074,0.5561874515307065,0.5693160813308688,0.5510646846122941,,,,,,0.546934534118462,0.5432492818384934,
17,Fear of Falling,U,"WU,UB,UG,UR",0.5440904438622685,0.525540971975878,0.5559187434187434,0.5722049689440993,0.5446041919279404,,,,,,0.5571661377476628,0.5411895086811969,
18,Twist Reality,U,"WU,UB,UG,UR",0.5425906370996129,0.5263311269306024,0.5556288374868485,0.5553078684178817,0.5387776065742167,,,,,,0.5697723738159197,0.5243013365735115,
19,Meat Locker // Drowned Diner,U,"WU,UB,UG,UR",0.5377907312065273,0.5112471624131526,0.553908283707164,0.5788180701514944,0.5334157395962094,,,,,,0.5427542754275427,0.5416621926339525,
20,Get Out,U,"WU,UB,UG,UR",0.5402783209901465,0.5324814446399878,0.553475935828877,0.5544215037008181,0.5399869252560471,,,,,,0.5621340273259596,0.5507555555555556,
21,Don't Make a Sound,U,"WU,UB,UG,UR",0.539290025068862,0.5476577064165012,0.5514744920121627,0.557720152691852,0.5505359877488515,,,,,,0.565273121672254,0.5343915343915344,
22,Mirror Room // Fractured Realm,U,"WU,UB,UG,UR",0.5308243727598566,0.5053258145363408,0.5511755760907708,0.5894063277639531,0.5301204819277109,,,,,,0.5233841303205465,0.5590200445434298,
23,Duskmourn's Domination,U,"WU,UB,UG,UR",0.5348705775969255,0.5165725247788554,0.5492659242418404,0.5473127204814277,0.5551055828753254,,,,,,0.5656712090461004,0.5219834710743801,
24,Underwater Tunnel // Slimy Aquarium,U,"WU,UB,UG,UR",0.5388212545953975,0.5292651967467444,0.54611795216416,0.5658803065717236,0.533810583341395,,,,,,0.542239546420978,0.5384100723800256,
25,Piranha Fly,U,"WU,UB,UG,UR",0.5400743460718981,0.5478123397709793,0.5439291000196151,0.5600335545991685,0.5159163684309663,,,,,,0.5362045760430686,0.5366013071895425,
26,Stalked Researcher,U,"WU,UB,UG,UR",0.5368172987769879,0.540527729499131,0.5412197403662553,0.5526105274385366,0.520687237026648,,,,,,0.5363825363825364,0.5355727242190125,
27,Fear of Impostors,U,"WU,UB,UG,UR",0.5337568963889227,0.5152061644397081,0.5385497277156779,0.5532318006266851,0.5186025408348457,,,,,,0.5459824231010671,0.506102311088029,
28,Unwilling Vessel,U,"WU,UB,UG,UR",0.5307030854830551,0.5195639363582794,0.5336671713054617,0.5549115467970365,0.5114899925871016,,,,,,0.52047256837676,0.5198776758409785,
29,Ghostly Keybearer,U,"WU,UB,UG,UR",0.5207999565536156,0.5003682186400458,0.5301986343885785,0.5465759637188209,0.5175246440306681,,,,,,0.5338230269900922,0.5257241105673852,
